CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
10 001.002 0 0.175833940506 0.247851094779 1.95621800423 0.187782049179 0.219149827957 0.259227991104 0.29092502594 0.992647058824
20 001.002 0 0.415093183517 0.513847351074 3.40855503082 0.442924022675 0.471788167953 0.517295837402 0.53591299057 0.993333333333
40 001.002 0 0.835536003113 1.03767241894 5.20049285889 0.931249856949 0.977380037308 1.03425002098 1.06870508194 0.992957746479
80 001.002 0 1.79767489433 2.06067769668 8.84872293472 1.8350110054 1.9677169323 2.08414697647 2.09929990768 0.492647058824
100 001.002 0 2.11386084557 2.66061293162 10.88408494 2.32194209099 2.48174905777 2.81171703339 3.07880187035 0.492307692308
120 001.002 0 2.46377301216 3.16687977136 13.3188660145 2.76246404648 3.04122209549 3.26327085495 3.30920314789 0.492537313433
160 001.002 0 3.4367120266 4.38713254146 17.9916501045 3.78689408302 4.17039394379 4.59268903732 4.72664093971 0.492537313433
